budget_year;budget_version;budget_date;customer_name;bu_code;bu_currency;sales_amount_bu_currency
2023;BV1;30/06/2023;AllCustomers;SABU;SAR;239847997.725
2023;BV1;30/06/2023;AllCustomers;SEBU;SEK;459545597.753401
2023;BV1;30/06/2023;AllCustomers;SGBU;SGD;84742339.8249999
2023;BV1;30/06/2023;AllCustomers;SHBU;SHP;17292418.9824
2023;BV1;30/06/2023;AllCustomers;SIBU;EUR;16398598.9076
2023;BV1;30/06/2023;AllCustomers;SKBU;EUR;28451250.1
2023;BV1;30/06/2023;AllCustomers;SMBU;EUR;242618201.279999
2023;BV1;30/06/2023;AllCustomers;TWBU;TWD;762541990.2295
2023;BV1;30/06/2023;AllCustomers;USBU;USD;26925116.9
2023;BV1;30/06/2023;AllCustomers;VABU;EUR;237349338.408
2023;BV1;30/06/2023;AllCustomers;VGBU;USD;22150744.62
2023;BV1;30/06/2023;AllCustomers;WFBU;XPF;2815435240.366
2023;BV1;30/06/2023;AllCustomers;ZABU;ZAR;500742069.555
2023;BV1;31/07/2023;AllCustomers;ADBU;EUR;70387841.9789996
2023;BV1;31/07/2023;AllCustomers;AEBU;AED;144407988.832801
2023;BV1;31/07/2023;AllCustomers;ATBU;EUR;28367636.5791
2023;BV1;31/07/2023;AllCustomers;AUBU;AUD;29428999.1947001
2023;BV1;31/07/2023;AllCustomers;BEBU;EUR;35281105.86
2023;BV1;31/07/2023;AllCustomers;BHBU;BHD;14342623.2823999
2023;BV1;31/07/2023;AllCustomers;BMBU;BMD;17360839.3
2023;BV1;31/07/2023;AllCustomers;CABU;CAD;57632875.6
2023;BV1;31/07/2023;AllCustomers;CHBU;CHF;56026166.2376
2023;BV1;31/07/2023;AllCustomers;CYBU;EUR;25694753.1932
2023;BV1;31/07/2023;AllCustomers;CZBU;CZK;659026570.523999
2023;BV1;31/07/2023;AllCustomers;DEBU;EUR;25901502.9
2023;BV1;31/07/2023;AllCustomers;DKBU;DKK;269918453.928001
2023;BV1;31/07/2023;AllCustomers;EEBU;EUR;17199046.5283
2023;BV1;31/07/2023;AllCustomers;ESBU;EUR;41693787.0258
2023;BV1;31/07/2023;AllCustomers;FIBU;EUR;25949370.447
2023;BV1;31/07/2023;AllCustomers;FKBU;FKP;17662394.851
2023;BV1;31/07/2023;AllCustomers;FOBU;DKK;185185252.8769
2023;BV1;31/07/2023;AllCustomers;FRBU;EUR;25911821.39
2023;BV1;31/07/2023;AllCustomers;GBBU;GBP;14478043.168
2023;BV1;31/07/2023;AllCustomers;GGBU;GBP;14597197.1835999
2023;BV1;31/07/2023;AllCustomers;GIBU;GIP;40577502.042
2023;BV1;31/07/2023;AllCustomers;GRBU;EUR;24407667.9756
2023;BV1;31/07/2023;AllCustomers;HKBU;HKD;176505603.768
2023;BV1;31/07/2023;AllCustomers;HUBU;HUF;8956611157.263
2023;BV1;31/07/2023;AllCustomers;IEBU;EUR;21423675.91
2023;BV1;31/07/2023;AllCustomers;ILBU;ILS;79889647.0679997
2023;BV1;31/07/2023;AllCustomers;IMBU;GBP;22402645.1520001
2023;BV1;31/07/2023;AllCustomers;IOBU;USD;21852495.08
2023;BV1;31/07/2023;AllCustomers;ISBU;ISK;3745339787.7336
2023;BV1;31/07/2023;AllCustomers;ITBU;EUR;56757791.5632001
2023;BV1;31/07/2023;AllCustomers;JEBU;GBP;22758266.6116
2023;BV1;31/07/2023;AllCustomers;JPBU;JPY;2497875237.1
2023;BV1;31/07/2023;AllCustomers;KRBU;KRW;74514054684.2401
2023;BV1;31/07/2023;AllCustomers;KWBU;KWD;19177218.9480001
2023;BV1;31/07/2023;AllCustomers;KYBU;KYD;14795468.0496
2023;BV1;31/07/2023;AllCustomers;LIBU;CHF;148953627.824
2023;BV1;31/07/2023;AllCustomers;LTBU;EUR;18758547.8262
2023;BV1;31/07/2023;AllCustomers;LUBU;EUR;40602915.9900003
2023;BV1;31/07/2023;AllCustomers;LVBU;EUR;24721052.0466
2023;BV1;31/07/2023;AllCustomers;MCBU;EUR;195063724.947
2023;BV1;31/07/2023;AllCustomers;MSBU;XCD;53767882.7009999
2023;BV1;31/07/2023;AllCustomers;MTBU;EUR;38599211.6965
2023;BV1;31/07/2023;AllCustomers;MYBU;MYR;114481488.9384
2023;BV1;31/07/2023;AllCustomers;NLBU;EUR;26709633.5506
2023;BV1;31/07/2023;AllCustomers;NOBU;NOK;419888141.1072
2023;BV1;31/07/2023;AllCustomers;NZBU;NZD;79593675.6719998
2023;BV1;31/07/2023;AllCustomers;OMBU;OMR;20289472.6352
2023;BV1;31/07/2023;AllCustomers;PLBU;PLN;90660663.9400002
2023;BV1;31/07/2023;AllCustomers;PNBU;NZD;29457499.7996999
2023;BV1;31/07/2023;AllCustomers;PTBU;EUR;28231110.8352
2023;BV1;31/07/2023;AllCustomers;QABU;QAR;172033311.2225
2023;BV1;31/07/2023;AllCustomers;SABU;SAR;186548442.675
2023;BV1;31/07/2023;AllCustomers;SEBU;SEK;495945249.060601
2023;BV1;31/07/2023;AllCustomers;SGBU;SGD;56946852.3623999
2023;BV1;31/07/2023;AllCustomers;SHBU;SHP;16031513.4316
2023;BV1;31/07/2023;AllCustomers;SIBU;EUR;16623237.2488
2023;BV1;31/07/2023;AllCustomers;SKBU;EUR;19346850.068
2023;BV1;31/07/2023;AllCustomers;SMBU;EUR;217345471.979999
2023;BV1;31/07/2023;AllCustomers;TWBU;TWD;636617624.8705
2023;BV1;31/07/2023;AllCustomers;USBU;USD;20316224.57
2023;BV1;31/07/2023;AllCustomers;VABU;EUR;158232892.272
2023;BV1;31/07/2023;AllCustomers;VGBU;USD;25206019.74
2023;BV1;31/07/2023;AllCustomers;WFBU;XPF;3498793308.416
2023;BV1;31/07/2023;AllCustomers;ZABU;ZAR;423704828.085
2023;BV1;31/08/2023;AllCustomers;ADBU;EUR;79102527.1763995
2023;BV1;31/08/2023;AllCustomers;AEBU;AED;151909702.538401
2023;BV1;31/08/2023;AllCustomers;ATBU;EUR;27906374.1957
2023;BV1;31/08/2023;AllCustomers;AUBU;AUD;34719605.7915001
2023;BV1;31/08/2023;AllCustomers;BEBU;EUR;39804324.56
2023;BV1;31/08/2023;AllCustomers;BHBU;BHD;16984685.4659999
2023;BV1;31/08/2023;AllCustomers;BMBU;BMD;23809151.04
2023;BV1;31/08/2023;AllCustomers;CABU;CAD;71414650.2
2023;BV1;31/08/2023;AllCustomers;CHBU;CHF;52811550.142
2023;BV1;31/08/2023;AllCustomers;CYBU;EUR;21601783.658
2023;BV1;31/08/2023;AllCustomers;CZBU;CZK;693114151.757999
2023;BV1;31/08/2023;AllCustomers;DEBU;EUR;19595050.02
2023;BV1;31/08/2023;AllCustomers;DKBU;DKK;367763893.476901
2023;BV1;31/08/2023;AllCustomers;EEBU;EUR;23795941.0871
2023;BV1;31/08/2023;AllCustomers;ESBU;EUR;38555544.9916
2023;BV1;31/08/2023;AllCustomers;FIBU;EUR;27128887.2855
2023;BV1;31/08/2023;AllCustomers;FKBU;FKP;14315835.8266
2023;BV1;31/08/2023;AllCustomers;FOBU;DKK;198776831.0697
2023;BV1;31/08/2023;AllCustomers;FRBU;EUR;23433299.344
2023;BV1;31/08/2023;AllCustomers;GBBU;GBP;24003071.568
2023;BV1;31/08/2023;AllCustomers;GGBU;GBP;22251824.9749999
2023;BV1;31/08/2023;AllCustomers;GIBU;GIP;34190302.6465
2023;BV1;31/08/2023;AllCustomers;GRBU;EUR;23955674.1242
2023;BV1;31/08/2023;AllCustomers;HKBU;HKD;227496111.5232
2023;BV1;31/08/2023;AllCustomers;HUBU;HUF;7083865188.0171
2023;BV1;31/08/2023;AllCustomers;IEBU;EUR;16766355.06
2023;BV1;31/08/2023;AllCustomers;ILBU;ILS;110282447.583
2023;BV1;31/08/2023;AllCustomers;IMBU;GBP;20349069.3464001
2023;BV1;31/08/2023;AllCustomers;IOBU;USD;25155779.22
2023;BV1;31/08/2023;AllCustomers;ISBU;ISK;3713866344.1392
2023;BV1;31/08/2023;AllCustomers;ITBU;EUR;34685317.0664001
2023;BV1;31/08/2023;AllCustomers;JEBU;GBP;19286666.62
2023;BV1;31/08/2023;AllCustomers;JPBU;JPY;3508251737.5
2023;BV1;31/08/2023;AllCustomers;KRBU;KRW;58783309806.4561
2023;BV1;31/08/2023;AllCustomers;KWBU;KWD;18271208.6040001
2023;BV1;31/08/2023;AllCustomers;KYBU;KYD;19521798.121
2023;BV1;31/08/2023;AllCustomers;LIBU;CHF;178096728.92
2023;BV1;31/08/2023;AllCustomers;LTBU;EUR;27790441.224
2023;BV1;31/08/2023;AllCustomers;LUBU;EUR;46016638.1220003
2023;BV1;31/08/2023;AllCustomers;LVBU;EUR;23607491.1436
2023;BV1;31/08/2023;AllCustomers;MCBU;EUR;186095277.823
2023;BV1;31/08/2023;AllCustomers;MSBU;XCD;47129872.4909999
2023;BV1;31/08/2023;AllCustomers;MTBU;EUR;46773162.4087
2023;BV1;31/08/2023;AllCustomers;MYBU;MYR;113494579.551
2023;BV1;31/08/2023;AllCustomers;NLBU;EUR;21503518.5365
2023;BV1;31/08/2023;AllCustomers;NOBU;NOK;494243332.7616
2023;BV1;31/08/2023;AllCustomers;NZBU;NZD;64989331.5119998
2023;BV1;31/08/2023;AllCustomers;OMBU;OMR;19523832.1584
2023;BV1;31/08/2023;AllCustomers;PLBU;PLN;94399248.0200002
2023;BV1;31/08/2023;AllCustomers;PNBU;NZD;35796455.4527999
2023;BV1;31/08/2023;AllCustomers;PTBU;EUR;25584444.1944
2023;BV1;31/08/2023;AllCustomers;QABU;QAR;224966637.7525
2023;BV1;31/08/2023;AllCustomers;SABU;SAR;150380887.4625
2023;BV1;31/08/2023;AllCustomers;SEBU;SEK;436795815.686401
2023;BV1;31/08/2023;AllCustomers;SGBU;SGD;85420278.5435999
2023;BV1;31/08/2023;AllCustomers;SHBU;SHP;18012936.44
2023;BV1;31/08/2023;AllCustomers;SIBU;EUR;17297152.2724
2023;BV1;31/08/2023;AllCustomers;SKBU;EUR;18208800.064
2023;BV1;31/08/2023;AllCustomers;SMBU;EUR;176909105.099999
2023;BV1;31/08/2023;AllCustomers;TWBU;TWD;727562999.852
2023;BV1;31/08/2023;AllCustomers;USBU;USD;24722152.79
2023;BV1;31/08/2023;AllCustomers;VABU;EUR;167432479.032
2023;BV1;31/08/2023;AllCustomers;VGBU;USD;22405350.88
2023;BV1;31/08/2023;AllCustomers;WFBU;XPF;2760766594.922
2023;BV1;31/08/2023;AllCustomers;ZABU;ZAR;304297103.8065
2023;BV1;30/09/2023;AllCustomers;ADBU;EUR;50277029.9849997
2023;BV1;30/09/2023;AllCustomers;AEBU;AED;170663986.802401
2023;BV1;30/09/2023;AllCustomers;ATBU;EUR;27675743.004
2023;BV1;30/09/2023;AllCustomers;AUBU;AUD;31082313.7562001
2023;BV1;30/09/2023;AllCustomers;BEBU;EUR;49303083.83
2023;BV1;30/09/2023;AllCustomers;BHBU;BHD;23778559.6523999
2023;BV1;30/09/2023;AllCustomers;BMBU;BMD;31001498.75
2023;BV1;30/09/2023;AllCustomers;CABU;CAD;59512208.5
2023;BV1;30/09/2023;AllCustomers;CHBU;CHF;49596934.0464
2023;BV1;30/09/2023;AllCustomers;CYBU;EUR;20237460.4796
2023;BV1;30/09/2023;AllCustomers;CZBU;CZK;641982779.906999
2023;BV1;30/09/2023;AllCustomers;DEBU;EUR;16892284.5
2023;BV1;30/09/2023;AllCustomers;DKBU;DKK;357641951.454601
2023;BV1;30/09/2023;AllCustomers;EEBU;EUR;17199046.5283
2023;BV1;30/09/2023;AllCustomers;ESBU;EUR;43487068.1882
2023;BV1;30/09/2023;AllCustomers;FIBU;EUR;25949370.447
2023;BV1;30/09/2023;AllCustomers;FKBU;FKP;24169592.954
2023;BV1;30/09/2023;AllCustomers;FOBU;DKK;164797885.5877
2023;BV1;30/09/2023;AllCustomers;FRBU;EUR;26587781.948
2023;BV1;30/09/2023;AllCustomers;GBBU;GBP;18478555.096
2023;BV1;30/09/2023;AllCustomers;GGBU;GBP;16021313.9819999
2023;BV1;30/09/2023;AllCustomers;GIBU;GIP;38323196.373
2023;BV1;30/09/2023;AllCustomers;GRBU;EUR;27345628.0097
2023;BV1;30/09/2023;AllCustomers;HKBU;HKD;152971523.2656
2023;BV1;30/09/2023;AllCustomers;HUBU;HUF;9608001059.6094
2023;BV1;30/09/2023;AllCustomers;IEBU;EUR;23053738.2075
2023;BV1;30/09/2023;AllCustomers;ILBU;ILS;111150813.312
2023;BV1;30/09/2023;AllCustomers;IMBU;GBP;22402645.1520001
2023;BV1;30/09/2023;AllCustomers;IOBU;USD;25918075.56
2023;BV1;30/09/2023;AllCustomers;ISBU;ISK;2706716149.1184
2023;BV1;30/09/2023;AllCustomers;ITBU;EUR;35586234.3928001
2023;BV1;30/09/2023;AllCustomers;JEBU;GBP;16200799.9608
2023;BV1;30/09/2023;AllCustomers;JPBU;JPY;2806601390.0
2023;BV1;30/09/2023;AllCustomers;KRBU;KRW;91072733502.9601
2023;BV1;30/09/2023;AllCustomers;KWBU;KWD;19479222.3960001
2023;BV1;30/09/2023;AllCustomers;KYBU;KYD;25686576.475
2023;BV1;30/09/2023;AllCustomers;LIBU;CHF;192668279.468
2023;BV1;30/09/2023;AllCustomers;LTBU;EUR;22000765.969
2023;BV1;30/09/2023;AllCustomers;LUBU;EUR;37896054.9240002
2023;BV1;30/09/2023;AllCustomers;LVBU;EUR;18485110.9898
2023;BV1;30/09/2023;AllCustomers;MCBU;EUR;226453289.881
2023;BV1;30/09/2023;AllCustomers;MSBU;XCD;71690510.2679999
2023;BV1;30/09/2023;AllCustomers;MTBU;EUR;39961536.8152
2023;BV1;30/09/2023;AllCustomers;MYBU;MYR;81913479.1542001
2023;BV1;30/09/2023;AllCustomers;NLBU;EUR;26709633.5506
2023;BV1;30/09/2023;AllCustomers;NOBU;NOK;520486341.5808
2023;BV1;30/09/2023;AllCustomers;NZBU;NZD;87626064.9599998
2023;BV1;30/09/2023;AllCustomers;OMBU;OMR;16461270.2512
2023;BV1;30/09/2023;AllCustomers;PLBU;PLN;68229159.4600001
2023;BV1;30/09/2023;AllCustomers;PNBU;NZD;37660854.1742999
2023;BV1;30/09/2023;AllCustomers;PTBU;EUR;20291110.9128
2023;BV1;30/09/2023;AllCustomers;QABU;QAR;241980921.28
2023;BV1;30/09/2023;AllCustomers;SABU;SAR;247462219.875
2023;BV1;30/09/2023;AllCustomers;SEBU;SEK;464095554.166801
2023;BV1;30/09/2023;AllCustomers;SGBU;SGD;54913036.2065999
2023;BV1;30/09/2023;AllCustomers;SHBU;SHP;18193065.8044
2023;BV1;30/09/2023;AllCustomers;SIBU;EUR;22239195.7788
2023;BV1;30/09/2023;AllCustomers;SKBU;EUR;22761000.08
2023;BV1;30/09/2023;AllCustomers;SMBU;EUR;181963650.959999
2023;BV1;30/09/2023;AllCustomers;TWBU;TWD;818508374.8335
2023;BV1;30/09/2023;AllCustomers;USBU;USD;23008736.26
2023;BV1;30/09/2023;AllCustomers;VABU;EUR;204230826.072
2023;BV1;30/09/2023;AllCustomers;VGBU;USD;21896138.36
2023;BV1;30/09/2023;AllCustomers;WFBU;XPF;2815435240.366
2023;BV1;30/09/2023;AllCustomers;ZABU;ZAR;296593379.6595
2023;BV1;31/10/2023;AllCustomers;ADBU;EUR;48265948.7855997
2023;BV1;31/10/2023;AllCustomers;AEBU;AED;208172555.330401
2023;BV1;31/10/2023;AllCustomers;ATBU;EUR;28137005.3874
2023;BV1;31/10/2023;AllCustomers;AUBU;AUD;29759662.1070001
2023;BV1;31/10/2023;AllCustomers;BEBU;EUR;38899680.82
2023;BV1;31/10/2023;AllCustomers;BHBU;BHD;21325216.1961999
2023;BV1;31/10/2023;AllCustomers;BMBU;BMD;24305175.02
2023;BV1;31/10/2023;AllCustomers;CABU;CAD;70788205.9
2023;BV1;31/10/2023;AllCustomers;CHBU;CHF;32605391.8268
2023;BV1;31/10/2023;AllCustomers;CYBU;EUR;28196012.3536
2023;BV1;31/10/2023;AllCustomers;CZBU;CZK;710157942.374999
2023;BV1;31/10/2023;AllCustomers;DEBU;EUR;26351963.82
2023;BV1;31/10/2023;AllCustomers;DKBU;DKK;242926608.535201
2023;BV1;31/10/2023;AllCustomers;EEBU;EUR;30392835.6459
2023;BV1;31/10/2023;AllCustomers;ESBU;EUR;53350114.5814
2023;BV1;31/10/2023;AllCustomers;FIBU;EUR;22646723.2992
2023;BV1;31/10/2023;AllCustomers;FKBU;FKP;23797753.0624
2023;BV1;31/10/2023;AllCustomers;FOBU;DKK;210669461.9884
2023;BV1;31/10/2023;AllCustomers;FRBU;EUR;29066303.994
2023;BV1;31/10/2023;AllCustomers;GBBU;GBP;22098065.888
2023;BV1;31/10/2023;AllCustomers;GGBU;GBP;13351094.9849999
2023;BV1;31/10/2023;AllCustomers;GIBU;GIP;42456090.0995
2023;BV1;31/10/2023;AllCustomers;GRBU;EUR;23277683.3471
2023;BV1;31/10/2023;AllCustomers;HKBU;HKD;227496111.5232
2023;BV1;31/10/2023;AllCustomers;HUBU;HUF;6758170236.8439
2023;BV1;31/10/2023;AllCustomers;IEBU;EUR;20026479.655
2023;BV1;31/10/2023;AllCustomers;ILBU;ILS;106808984.667
2023;BV1;31/10/2023;AllCustomers;IMBU;GBP;20349069.3464001
2023;BV1;31/10/2023;AllCustomers;IOBU;USD;21598396.3
2023;BV1;31/10/2023;AllCustomers;ISBU;ISK;3997127336.4888
2023;BV1;31/10/2023;AllCustomers;ITBU;EUR;43244031.6672001
2023;BV1;31/10/2023;AllCustomers;JEBU;GBP;16007933.2946
2023;BV1;31/10/2023;AllCustomers;JPBU;JPY;3536317751.4
2023;BV1;31/10/2023;AllCustomers;KRBU;KRW;71202318920.4961
2023;BV1;31/10/2023;AllCustomers;KWBU;KWD;19177218.9480001
2023;BV1;31/10/2023;AllCustomers;KYBU;KYD;17877857.2266
2023;BV1;31/10/2023;AllCustomers;LIBU;CHF;126286771.416
2023;BV1;31/10/2023;AllCustomers;LTBU;EUR;17369025.765
2023;BV1;31/10/2023;AllCustomers;LUBU;EUR;49174642.6990003
2023;BV1;31/10/2023;AllCustomers;LVBU;EUR;26280037.3108
2023;BV1;31/10/2023;AllCustomers;MCBU;EUR;271295525.501
2023;BV1;31/10/2023;AllCustomers;MSBU;XCD;53104081.6799999
2023;BV1;31/10/2023;AllCustomers;MTBU;EUR;58579980.1041
2023;BV1;31/10/2023;AllCustomers;MYBU;MYR;121389854.6502
2023;BV1;31/10/2023;AllCustomers;NLBU;EUR;18108226.136
2023;BV1;31/10/2023;AllCustomers;NOBU;NOK;349906784.256
2023;BV1;31/10/2023;AllCustomers;NZBU;NZD;89086499.3759998
2023;BV1;31/10/2023;AllCustomers;OMBU;OMR;18375371.4432
2023;BV1;31/10/2023;AllCustomers;PLBU;PLN;81314203.7400002
2023;BV1;31/10/2023;AllCustomers;PNBU;NZD;31694778.2654999
2023;BV1;31/10/2023;AllCustomers;PTBU;EUR;20732222.0196
2023;BV1;31/10/2023;AllCustomers;QABU;QAR;241980921.28
2023;BV1;31/10/2023;AllCustomers;SABU;SAR;182741331.6
2023;BV1;31/10/2023;AllCustomers;SEBU;SEK;327596861.764801
2023;BV1;31/10/2023;AllCustomers;SGBU;SGD;61014484.6739999
2023;BV1;31/10/2023;AllCustomers;SHBU;SHP;21435394.3636
2023;BV1;31/10/2023;AllCustomers;SIBU;EUR;27405877.6264
2023;BV1;31/10/2023;AllCustomers;SKBU;EUR;28906470.1016
2023;BV1;31/10/2023;AllCustomers;SMBU;EUR;179436378.029999
2023;BV1;31/10/2023;AllCustomers;TWBU;TWD;846491567.1355
2023;BV1;31/10/2023;AllCustomers;USBU;USD;29372854.8
2023;BV1;31/10/2023;AllCustomers;VABU;EUR;167432479.032
2023;BV1;31/10/2023;AllCustomers;VGBU;USD;21641532.1
2023;BV1;31/10/2023;AllCustomers;WFBU;XPF;2897438208.532
2023;BV1;31/10/2023;AllCustomers;ZABU;ZAR;466075310.8935
2023;BV1;30/11/2023;AllCustomers;ADBU;EUR;54299192.3837997
2023;BV1;30/11/2023;AllCustomers;AEBU;AED;225051411.168001
2023;BV1;30/11/2023;AllCustomers;ATBU;EUR;27214480.6206
2023;BV1;30/11/2023;AllCustomers;AUBU;AUD;30090325.0193001
2023;BV1;30/11/2023;AllCustomers;BEBU;EUR;47493796.35
2023;BV1;30/11/2023;AllCustomers;BHBU;BHD;16041091.8289999
2023;BV1;30/11/2023;AllCustomers;BMBU;BMD;23561139.05
2023;BV1;30/11/2023;AllCustomers;CABU;CAD;73920427.4
2023;BV1;30/11/2023;AllCustomers;CHBU;CHF;56026166.2376
2023;BV1;30/11/2023;AllCustomers;CYBU;EUR;28196012.3536
2023;BV1;30/11/2023;AllCustomers;CZBU;CZK;551082563.282999
2023;BV1;30/11/2023;AllCustomers;DEBU;EUR;16441823.58
2023;BV1;30/11/2023;AllCustomers;DKBU;DKK;354267970.780501
2023;BV1;30/11/2023;AllCustomers;EEBU;EUR;29450422.1375
2023;BV1;30/11/2023;AllCustomers;ESBU;EUR;54695075.4532
2023;BV1;30/11/2023;AllCustomers;FIBU;EUR;26421177.1824
2023;BV1;30/11/2023;AllCustomers;FKBU;FKP;23611833.1166
2023;BV1;30/11/2023;AllCustomers;FOBU;DKK;169894727.41
2023;BV1;30/11/2023;AllCustomers;FRBU;EUR;19828176.368
2023;BV1;30/11/2023;AllCustomers;GBBU;GBP;23431569.864
2023;BV1;30/11/2023;AllCustomers;GGBU;GBP;15487270.1825999
2023;BV1;30/11/2023;AllCustomers;GIBU;GIP;42080372.488
2023;BV1;30/11/2023;AllCustomers;GRBU;EUR;18305750.9817
2023;BV1;30/11/2023;AllCustomers;HKBU;HKD;203962031.0208
2023;BV1;30/11/2023;AllCustomers;HUBU;HUF;9200882370.6429
2023;BV1;30/11/2023;AllCustomers;IEBU;EUR;29108255.3125
2023;BV1;30/11/2023;AllCustomers;ILBU;ILS;98125327.3769996
2023;BV1;30/11/2023;AllCustomers;IMBU;GBP;22962711.2808001
2023;BV1;30/11/2023;AllCustomers;IOBU;USD;19819704.84
2023;BV1;30/11/2023;AllCustomers;ISBU;ISK;3650919456.9504
2023;BV1;30/11/2023;AllCustomers;ITBU;EUR;36036693.0560001
2023;BV1;30/11/2023;AllCustomers;JEBU;GBP;23336866.6102
2023;BV1;30/11/2023;AllCustomers;JPBU;JPY;2946931459.5
2023;BV1;30/11/2023;AllCustomers;KRBU;KRW;59611243747.3921
2023;BV1;30/11/2023;AllCustomers;KWBU;KWD;16006182.7440001
2023;BV1;30/11/2023;AllCustomers;KYBU;KYD;17466872.003
2023;BV1;30/11/2023;AllCustomers;LIBU;CHF;123048649.072
2023;BV1;30/11/2023;AllCustomers;LTBU;EUR;23853462.0506
2023;BV1;30/11/2023;AllCustomers;LUBU;EUR;46016638.1220003
2023;BV1;30/11/2023;AllCustomers;LVBU;EUR;21380369.3376
2023;BV1;30/11/2023;AllCustomers;MCBU;EUR;204032172.071
2023;BV1;30/11/2023;AllCustomers;MSBU;XCD;51776479.6379999
2023;BV1;30/11/2023;AllCustomers;MTBU;EUR;53584788.0022
2023;BV1;30/11/2023;AllCustomers;MYBU;MYR;126324401.5872
2023;BV1;30/11/2023;AllCustomers;NLBU;EUR;28294103.3375
2023;BV1;30/11/2023;AllCustomers;NOBU;NOK;446131149.9264
2023;BV1;30/11/2023;AllCustomers;NZBU;NZD;78133241.2559998
2023;BV1;30/11/2023;AllCustomers;OMBU;OMR;17035500.6088
2023;BV1;30/11/2023;AllCustomers;PLBU;PLN;89726017.9200002
2023;BV1;30/11/2023;AllCustomers;PNBU;NZD;44745569.3159999
2023;BV1;30/11/2023;AllCustomers;PTBU;EUR;18306110.9322
2023;BV1;30/11/2023;AllCustomers;QABU;QAR;217404733.9625
2023;BV1;30/11/2023;AllCustomers;SABU;SAR;192259109.2875
2023;BV1;30/11/2023;AllCustomers;SEBU;SEK;423145946.446201
2023;BV1;30/11/2023;AllCustomers;SGBU;SGD;47455710.3019999
2023;BV1;30/11/2023;AllCustomers;SHBU;SHP;19273841.9908
2023;BV1;30/11/2023;AllCustomers;SIBU;EUR;22913110.8024
2023;BV1;30/11/2023;AllCustomers;SKBU;EUR;20257290.0712
2023;BV1;30/11/2023;AllCustomers;SMBU;EUR;310854570.389999
2023;BV1;30/11/2023;AllCustomers;TWBU;TWD;559663846.04
2023;BV1;30/11/2023;AllCustomers;USBU;USD;24477379.0
2023;BV1;30/11/2023;AllCustomers;VABU;EUR;206070743.424
2023;BV1;30/11/2023;AllCustomers;VGBU;USD;23169169.66
2023;BV1;30/11/2023;AllCustomers;WFBU;XPF;2706097949.478
2023;BV1;30/11/2023;AllCustomers;ZABU;ZAR;288889655.5125
2023;BV1;31/12/2023;AllCustomers;ADBU;EUR;83795049.9749995
2023;BV1;31/12/2023;AllCustomers;AEBU;AED;200670841.624801
2023;BV1;31/12/2023;AllCustomers;ATBU;EUR;25830693.4704
2023;BV1;31/12/2023;AllCustomers;AUBU;AUD;37695572.0022001
2023;BV1;31/12/2023;AllCustomers;BEBU;EUR;49755405.7
2023;BV1;31/12/2023;AllCustomers;BHBU;BHD;15663654.3741999
2023;BV1;31/12/2023;AllCustomers;BMBU;BMD;24801199.0
2023;BV1;31/12/2023;AllCustomers;CABU;CAD;77679093.2
2023;BV1;31/12/2023;AllCustomers;CHBU;CHF;35360777.0516
2023;BV1;31/12/2023;AllCustomers;CYBU;EUR;25922140.3896
2023;BV1;31/12/2023;AllCustomers;CZBU;CZK;477226137.275999
2023;BV1;31/12/2023;AllCustomers;DEBU;EUR;16441823.58
2023;BV1;31/12/2023;AllCustomers;DKBU;DKK;347520009.432301
2023;BV1;31/12/2023;AllCustomers;EEBU;EUR;28272405.252
2023;BV1;31/12/2023;AllCustomers;ESBU;EUR;34072342.0856
2023;BV1;31/12/2023;AllCustomers;FIBU;EUR;24533950.2408
2023;BV1;31/12/2023;AllCustomers;FKBU;FKP;18591994.58
2023;BV1;31/12/2023;AllCustomers;FOBU;DKK;118926309.187
2023;BV1;31/12/2023;AllCustomers;FRBU;EUR;29066303.994
2023;BV1;31/12/2023;AllCustomers;GBBU;GBP;20764561.912
2023;BV1;31/12/2023;AllCustomers;GGBU;GBP;13529109.5847999
2023;BV1;31/12/2023;AllCustomers;GIBU;GIP;31560279.366
2023;BV1;31/12/2023;AllCustomers;GRBU;EUR;29379600.341
2023;BV1;31/12/2023;AllCustomers;HKBU;HKD;184350297.2688
2023;BV1;31/12/2023;AllCustomers;HUBU;HUF;9363729846.2295
2023;BV1;31/12/2023;AllCustomers;IEBU;EUR;24218068.42
2023;BV1;31/12/2023;AllCustomers;ILBU;ILS;72942721.2359997
2023;BV1;31/12/2023;AllCustomers;IMBU;GBP;17362049.9928001
2023;BV1;31/12/2023;AllCustomers;IOBU;USD;20582001.18
2023;BV1;31/12/2023;AllCustomers;ISBU;ISK;3587972569.7616
2023;BV1;31/12/2023;AllCustomers;ITBU;EUR;49099994.2888001
2023;BV1;31/12/2023;AllCustomers;JEBU;GBP;18515199.9552
2023;BV1;31/12/2023;AllCustomers;JPBU;JPY;2946931459.5
2023;BV1;31/12/2023;AllCustomers;KRBU;KRW;58783309806.4561
2023;BV1;31/12/2023;AllCustomers;KWBU;KWD;16308186.1920001
2023;BV1;31/12/2023;AllCustomers;KYBU;KYD;17261379.3912
2023;BV1;31/12/2023;AllCustomers;LIBU;CHF;168382361.888
2023;BV1;31/12/2023;AllCustomers;LTBU;EUR;22000765.969
2023;BV1;31/12/2023;AllCustomers;LUBU;EUR;58197512.9190004
2023;BV1;31/12/2023;AllCustomers;LVBU;EUR;25834612.9496
2023;BV1;31/12/2023;AllCustomers;MCBU;EUR;156947824.67
